Date,Close,High,Low,Open,Volume,Ticker
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
2025-02-06,4033.09375,4089.1535308615516,4002.2732667297546,4055.468173998699,2284536,TCS.NS
2025-02-07,3980.392578125,4040.2556308848625,3959.2529507546524,4040.2556308848625,1548940,TCS.NS
2025-02-10,3987.850830078125,4002.7178337412574,3965.5258456983292,3990.8637829009576,1339511,TCS.NS
2025-02-11,3915.343505859375,3990.863637094394,3906.8974467099824,3969.526249892905,1810908,TCS.NS
2025-02-12,3902.1064453125,3972.83571115218,3892.228069702002,3922.801835153518,1678002,TCS.NS
2025-02-13,3862.593017578125,3935.989398017966,3854.789197163407,3919.739518058658,2277310,TCS.NS
2025-02-14,3886.992431640625,3899.982398124333,3852.56619875504,3877.2621359265468,1681975,TCS.NS
2025-02-17,3857.01171875,3886.152926511077,3809.299116791676,3809.5955162912987,1799806,TCS.NS
2025-02-18,3826.092529296875,3876.669765987123,3817.4983904443516,3850.9859884863977,2149879,TCS.NS
2025-02-19,3738.076171875,3827.82106864859,3722.319970005145,3825.1045153843083,4366672,TCS.NS
2025-02-20,3733.43310546875,3741.928604788681,3705.675015273267,3715.7509099558138,2888572,TCS.NS
2025-02-21,3739.953125,3770.5760903658215,3729.0869114830957,3730.173629303301,1833931,TCS.NS
2025-02-24,3630.895751953125,3717.4301755985084,3625.3637652705784,3697.6239847229253,2508516,TCS.NS
2025-02-25,3585.40576171875,3613.5096912637337,3577.2066619706934,3580.911052714881,4101954,TCS.NS
2025-02-27,3568.612548828125,3593.752965954935,3556.9065775254853,3567.772790451682,3823856,TCS.NS
2025-02-28,3440.88525390625,3556.215291484246,3414.954517405844,3541.348287656423,7085018,TCS.NS
2025-03-03,3450.56591796875,3480.398563015721,3433.871319078812,3442.6137776512555,4990439,TCS.NS
2025-03-04,3489.091796875,3507.811270911589,3422.1658003657744,3431.747776723982,2797737,TCS.NS
2025-03-05,3503.9091796875,3556.5609685813047,3478.0278844831014,3478.0278844831014,2501894,TCS.NS
2025-03-06,3557.795654296875,3565.550034007974,3493.092297722642,3513.738005107593,2786513,TCS.NS
2025-03-07,3567.27880859375,3580.9110146215976,3530.926339576579,3556.2150765897245,2051315,TCS.NS
2025-03-10,3545.990966796875,3578.0464882486435,3539.0269050026495,3562.6361259918417,1004626,TCS.NS
2025-03-11,3531.815673828125,3545.1020407658093,3494.623445019518,3514.7260358188087,1995450,TCS.NS
2025-03-12,3463.555908203125,3525.8391128612507,3444.4413966520915,3521.640803348143,3174167,TCS.NS
2025-03-13,3468.34716796875,3481.4360158451636,3441.724993541169,3459.7035891824394,1693004,TCS.NS
2025-03-17,3455.159423828125,3487.5111042781473,3435.057073961186,3446.565285194742,2690906,TCS.NS
2025-03-18,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,0,TCS.NS
2025-03-19,3454.56689453125,3503.8598932625678,3420.634577218764,3503.8598932625678,3051244,TCS.NS
2025-03-20,3519.813232421875,3535.4211137803227,3469.285438744659,3469.285438744659,2845192,TCS.NS
2025-03-21,3534.581787109375,3572.267694804508,3422.857258900137,3432.735634827699,4161925,TCS.NS
2025-03-24,3584.81298828125,3605.360057323045,3523.2214624383355,3556.215139766549,1834751,TCS.NS
2025-03-25,3613.2626953125,3664.877205825815,3593.752904257228,3600.6677669097294,3135390,TCS.NS
2025-03-26,3591.57958984375,3635.7358773567735,3581.7506550649064,3603.3841996001006,1734499,TCS.NS
2025-03-27,3606.79248046875,3618.449012006768,3566.5875396807087,3570.884729570523,2528474,TCS.NS
2025-03-28,3562.290283203125,3616.4238291582196,3548.2135981206075,3606.5948937734543,2051919,TCS.NS
2025-04-01,3507.613525390625,3540.4096829245336,3482.1272690594255,3529.2470706788267,2618493,TCS.NS
2025-04-02,3500.846923828125,3520.7519956565757,3487.1160780114287,3500.8963639411054,1764313,TCS.NS
2025-04-03,3361.75927734375,3459.407116080848,3354.8444144618065,3448.5409029806515,4537821,TCS.NS
2025-04-04,3259.271240234375,3358.301958396606,3255.4187701110422,3321.702768711085,5317367,TCS.NS
2025-04-07,3234.2294921875,3251.368328518194,3018.8809120553065,3062.296322980731,6623955,TCS.NS
2025-04-08,3252.899658203125,3308.2680019006634,3215.70767038631,3261.889076504213,5557558,TCS.NS
2025-04-09,3207.113525390625,3230.228827873871,3172.9836893878546,3220.89381114684,2990265,TCS.NS
2025-04-11,3192.197021484375,3258.8266155521846,3167.0071641277755,3249.5410391127716,7108961,TCS.NS
2025-04-15,3208.69384765625,3274.08864453866,3199.2107519795586,3274.08864453866,3512160,TCS.NS
2025-04-16,3233.982421875,3238.23017131478,3189.7272541040916,3208.693685671263,2384391,TCS.NS
2025-04-17,3258.77734375,3263.420373380785,3178.8613788302714,3206.0269126767075,2932346,TCS.NS
2025-04-21,3281.201171875,3313.20701075186,3244.15726522527,3250.084290289227,2432946,TCS.NS
2025-04-22,3274.088623046875,3293.3514549412,3254.9246713743637,3282.18908375484,2710498,TCS.NS
2025-04-23,3371.489501953125,3379.293321999538,3296.7102488988207,3324.0733003434707,3543923,TCS.NS
2025-04-24,3360.228271484375,3370.9956041985065,3346.4971849798935,3359.734352714529,2252175,TCS.NS
2025-04-25,3406.06396484375,3435.5015728669696,3363.5869490408845,3378.404512693047,2742991,TCS.NS
